1,True,72,0,1
1,False,53,1,1
1,True,19,2,1
1,False,65,3,1
1,True,80,4,1
1,True,100,5,1
1,False,58,6,1
1,False,14,7,1
1,True,93,8,1
1,False,42,9,1
1,False,68,10,1
1,False,64,11,1
1,True,37,12,1
1,True,20,13,1
1,False,26,14,1
1,False,32,15,1
1,False,27,16,1
1,False,32,17,1
1,True,39,18,1
1,True,58,19,1
1,False,43,20,1
1,True,28,21,1
1,True,11,22,1
1,False,66,23,1
1,False,66,24,1
1,False,58,25,1
1,False,30,26,1
1,True,70,27,1
1,True,52,28,1
1,False,50,29,1
1,False,65,30,1
1,True,1,31,1
1,True,50,32,1
1,True,114,33,1
1,True,43,34,1
1,False,61,35,1
1,False,38,36,1
1,False,44,37,1
1,False,0,38,1
1,True,36,39,1
1,True,32,40,1
1,True,29,41,1
1,False,42,42,1
1,False,63,43,1
1,True,63,44,1
1,False,68,45,1
1,True,109,46,1
1,True,14,47,1
1,False,53,48,1
1,True,34,49,1
1,False,53,50,1
1,False,42,51,1
1,False,31,52,1
1,False,55,53,1
1,True,26,54,1
1,False,55,55,1
1,True,38,56,1
1,True,23,57,1
1,False,48,58,1
1,False,18,59,1
1,True,61,60,1
1,True,31,61,1
1,True,74,62,1
1,True,33,63,1
1,True,64,64,1
1,True,63,65,1
1,True,91,66,1
1,True,52,67,1
1,False,54,68,1
1,False,18,69,1
1,True,23,70,1
1,False,33,71,1
1,False,58,72,1
1,False,65,73,1
1,True,35,74,1
1,True,53,75,1
1,False,21,76,1
1,False,53,77,1
1,False,54,78,1
1,False,24,79,1
1,False,47,80,1
1,True,103,81,1
1,True,42,82,1
1,True,71,83,1
1,True,25,84,1
1,False,62,85,1
1,True,39,86,1
1,False,27,87,1
1,True,20,88,1
1,True,58,89,1
1,False,24,90,1
1,False,59,91,1
1,True,30,92,1
1,True,44,93,1
1,True,32,94,1
1,True,23,95,1
1,True,67,96,1
1,True,81,97,1
1,False,77,98,1
1,True,76,99,1
