1,True,72,0,0.9
1,False,55,1,0.9
1,True,19,2,0.9
1,False,69,3,0.9
1,True,80,4,0.9
1,True,100,5,0.9
1,False,59,6,0.9
1,False,15,7,0.9
1,True,93,8,0.9
1,False,42,9,0.9
1,True,134,10,0.9
1,False,67,11,0.9
1,True,37,12,0.9
1,True,20,13,0.9
1,False,27,14,0.9
1,False,32,15,0.9
1,False,27,16,0.9
1,False,34,17,0.9
1,True,39,18,0.9
1,True,58,19,0.9
1,False,45,20,0.9
1,True,28,21,0.9
1,True,11,22,0.9
1,False,71,23,0.9
1,False,82,24,0.9
1,False,80,25,0.9
1,False,31,26,0.9
1,True,70,27,0.9
1,True,52,28,0.9
1,False,52,29,0.9
1,False,67,30,0.9
1,True,1,31,0.9
1,True,50,32,0.9
1,True,114,33,0.9
1,True,43,34,0.9
1,False,68,35,0.9
1,False,39,36,0.9
1,False,47,37,0.9
1,False,0,38,0.9
1,True,36,39,0.9
1,True,32,40,0.9
1,True,29,41,0.9
1,False,43,42,0.9
1,False,81,43,0.9
1,True,63,44,0.9
1,False,70,45,0.9
1,True,109,46,0.9
1,True,14,47,0.9
1,False,55,48,0.9
1,True,34,49,0.9
1,False,53,50,0.9
1,False,42,51,0.9
1,False,32,52,0.9
1,False,65,53,0.9
1,True,26,54,0.9
1,False,67,55,0.9
1,True,38,56,0.9
1,True,23,57,0.9
1,False,55,58,0.9
1,False,19,59,0.9
1,True,61,60,0.9
1,True,31,61,0.9
1,True,74,62,0.9
1,True,33,63,0.9
1,True,64,64,0.9
1,True,63,65,0.9
1,True,91,66,0.9
1,True,52,67,0.9
1,False,56,68,0.9
1,False,18,69,0.9
1,True,23,70,0.9
1,False,34,71,0.9
1,False,61,72,0.9
1,False,70,73,0.9
1,True,35,74,0.9
1,True,53,75,0.9
1,False,22,76,0.9
1,False,55,77,0.9
1,True,59,78,0.9
1,False,27,79,0.9
1,False,47,80,0.9
1,True,103,81,0.9
1,True,42,82,0.9
1,True,71,83,0.9
1,True,25,84,0.9
1,True,69,85,0.9
1,True,39,86,0.9
1,False,29,87,0.9
1,True,20,88,0.9
1,True,58,89,0.9
1,False,25,90,0.9
1,False,60,91,0.9
1,True,30,92,0.9
1,True,44,93,0.9
1,True,32,94,0.9
1,True,23,95,0.9
1,True,67,96,0.9
1,True,81,97,0.9
1,True,83,98,0.9
1,True,76,99,0.9
